Import Date,ISID,Project,Protein,Modality,Control Type,Stress Condition,Temp. (°C),Time (Days),Well ID,Protein Conc (mg/mL),Sample Name,Notebook#,pH,Buffer,Arginine (mM),NaCl (mM),PS80 (%),Sucrose (%),Trehalose (%),Additional Excipient Name,Additional Excipient Unit,Additional Excipient Conc,CE-SDS NR - %Purity Sum,CE-SDS NR - Δ %Purity,CE-SDS NR - Abs (Δ %Purity),CE-SDS Red - %Purity Main Peak,CE-SDS Red - %Purity Sum,CE-SDS Red - Δ %Purity,CE-SDS Red - Abs (Δ %Purity),UV-Vis - A350-A500,cIEF - %Main,cIEF - %Acidic,cIEF - %Basic,cIEF - Δ %Main,cIEF - Δ %Acidic,cIEF - Δ %Basic,cIEF - Abs (Δ %Main),cIEF - Abs (Δ %Acidic),cIEF - Abs (Δ %Basic),DSF - Tm1 (°C),DSF - Tm2 (°C),FC - Initial - 0.22 μm conc. (cells/mL),FC - Initial - 0.45 μm conc. (cells/mL),FC - Initial - 0.88 μm conc. (cells/mL),FC - Initial - 1 μm conc. (cells/mL),FC - Initial - 1.35 μm conc. (cells/mL),FC - Initial - 2 μm conc. (cells/mL),FC - Initial - 5 μm conc. (cells/mL),FC - Initial - 10 μm conc. (cells/mL),FC - Initial - 25 μm conc. (cells/mL),FC - Stress - 0.22 μm conc. (cells/mL),FC - Stress - 0.45 μm conc. (cells/mL),FC - Stress - 0.88 μm conc. (cells/mL),FC - Stress - 1 μm conc. (cells/mL),FC - Stress - 1.35 μm conc. (cells/mL),FC - Stress - 2 μm conc. (cells/mL),FC - Stress - 5 μm conc. (cells/mL),FC - Stress - 10 μm conc. (cells/mL),FC - Stress - 25 μm conc. (cells/mL),AVG__2_UM,AVG__5_UM,AVG__25_UM,AVG_2_50_UM,AVG__100_UM,AVG_PARTICLE_COVERAGE____,RP-UPLC %Main,RP-UPLC %Pre-Peak,RP-UPLC %Post-Peak,RP-UPLC - Δ %Main,RP-UPLC - Δ %Pre-Peak,RP-UPLC - Δ %Post-Peak,RP-UPLC - Abs (Δ %Main),RP-UPLC - Abs (Δ %Pre-Peak),RP-UPLC - Abs (Δ %Post-Peak),UP-SEC - %Monomer,UP-SEC - %LMW,UP-SEC - %HMW,UP-SEC - Δ %Monomer,UP-SEC - Δ %LMW,UP-SEC - Δ %HMW,UP-SEC - Abs(Δ %Monomer),UP-SEC - Abs(Δ %LMW),UP-SEC - Abs(Δ %HMW),BATCH_BIOREG_ID,C_BIOREG_ID,FRAMEWORK,MERCK_NAME,PI,MW,IMPORTED_DATA_FILE_NAME,TARGETS,REAGENT_TYPE,Simplified Excipients,1st Excipient in Sample,2nd Excipient in Sample,#Conc for Excipient1,Origin of data
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,4,1,Glutamate pH 4.5,NB-walpeter-5075040-0039,4.5,Glutamate,0,0,0,0,0,,,,97.73,-0.69,0.69,,,,,0.0069,76.2,19.37,4.43,-8.6,6.6,2,8.6,6.57,2.03,69.56688,85.40042975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.12,0.77,3.12,-0.194,0.765,-0.561,0.194,0.765,0.561,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,5,1,Glutamate pH 5.0,NB-walpeter-5075040-0039,5,Glutamate,0,0,0,0,0,,,,97.71,-0.71,0.71,,,,,0.0057,78.1,18.34,3.56,-6.7,5.5,1.2,6.7,5.54,1.16,70.50187,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.95,0.57,3.48,-0.364,0.565,-0.201,0.364,0.565,0.201,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,6,1,Citrate pH 4.0,NB-walpeter-5075040-0039,4,Citrate,0,0,0,0,0,,,,97.27,-1.15,1.15,,,,,0.0065,70.16,22.86,6.99,-14.6,10.1,4.6,14.64,10.06,4.59,61.10062,78.94443132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.36,1.2,3.45,-0.954,1.195,-0.231,0.954,1.195,0.231,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,7,1,Citrate pH 5.0,NB-walpeter-5075040-0039,5,Citrate,0,0,0,0,0,,,,97.81,-0.61,0.61,,,,,0.0075,75.01,20.83,4.15,-9.8,8,1.8,9.79,8.03,1.75,67.43836,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6,0.6,3.8,-0.714,0.595,0.119,0.714,0.595,0.119,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,8,1,Citrate pH 6.5,NB-walpeter-5075040-0039,6.5,Citrate,0,0,0,0,0,,,,97.51,-0.91,0.91,,,,,0.0039,73.7,22.83,3.47,-11.1,10,1.1,11.1,10.03,1.07,68.74003,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.11,0.39,3.5,-0.204,0.385,-0.181,0.204,0.385,0.181,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,9,1,Succinate pH 4.0,NB-walpeter-5075040-0039,4,Succinate,0,0,0,0,0,,,,97.41,-1.01,1.01,,,,,0.0055,73.89,20.62,5.48,-10.9,7.8,3.1,10.91,7.82,3.08,66.99896,82.32103161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.36,0.76,2.88,0.046,0.755,-0.801,0.046,0.755,0.801,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,10,1,Succinate pH 5.0,NB-walpeter-5075040-0039,5,Succinate,0,0,0,0,0,,,,97.78,-0.64,0.64,,,,,0.0047,74.72,21.5,3.77,-10.1,8.7,1.4,10.08,8.7,1.37,69.40223,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.94,0.45,3.61,-0.374,0.445,-0.071,0.374,0.445,0.071,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,11,1,Succinate pH 6.0,NB-walpeter-5075040-0039,6,Succinate,0,0,0,0,0,,,,97.59,-0.83,0.83,,,,,0.0054,76.61,20.38,3,-8.2,7.6,0.6,8.19,7.58,0.6,70.28021,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.18,0.38,3.43,-0.134,0.375,-0.251,0.134,0.375,0.251,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,12,1,Histidine pH 5.5,NB-walpeter-5075040-0039,5.5,Histidine,0,0,0,0,0,,,,97.43,-0.99,0.99,,,,,0.0066,77.28,19.37,3.35,-7.5,6.6,1,7.52,6.57,0.95,69.85283,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.33,0.48,3.19,0.016,0.475,-0.491,0.016,0.475,0.491,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,13,1,Histidine pH 6.5,NB-walpeter-5075040-0039,6.5,Histidine,0,0,0,0,0,,,,97.46,-0.96,0.96,,,,,0.0083,77.84,18.6,3.56,-7,5.8,1.2,6.96,5.8,1.16,71.07001,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.26,0.26,3.49,-0.054,0.255,-0.191,0.054,0.255,0.191,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,14,1,Phosphate pH 6.0,NB-walpeter-5075040-0039,6,Phosphate,0,0,0,0,0,,,,97.61,-0.81,0.81,,,,,0.0076,76.68,20.19,3.13,-8.1,7.4,0.7,8.12,7.39,0.73,70.33449,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.82,0.42,3.76,-0.494,0.415,0.079,0.494,0.415,0.079,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,15,1,Phosphate pH 7.0,NB-walpeter-5075040-0039,7,Phosphate,0,0,0,0,0,,,,97.54,-0.88,0.88,,,,,0.0064,68.39,25.93,5.67,-16.4,13.1,3.3,16.41,13.13,3.27,70.0695,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.63,0.4,3.98,-0.684,0.395,0.299,0.684,0.395,0.299,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,16,1,Acetate pH 5.0 NaCl,NB-walpeter-5075040-0039,5,Acetate,0,150,0,0,0,,,,97.57,-0.85,0.85,,,,,0.0055,36.59,61.72,1.69,-48.2,48.9,-0.7,48.21,48.92,0.71,66.48062,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.73,0.64,3.63,-0.584,0.635,-0.051,0.584,0.635,0.051,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,NaCl 150 mM,NaCl 150 mM,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,17,1,Glutamate pH 5.0 NaCl,NB-walpeter-5075040-0039,5,Glutamate,0,150,0,0,0,,,,97.55,-0.87,0.87,,,,,0.0065,35.17,63.1,1.73,-49.6,50.3,-0.7,49.63,50.3,0.67,65.64906,83.44973716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.94,0.77,4.3,-1.374,0.765,0.619,1.374,0.765,0.619,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,NaCl 150 mM,NaCl 150 mM,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,18,1,Citrate pH 6.0 NaCl,NB-walpeter-5075040-0039,6,Citrate,0,150,0,0,0,,,,97.41,-1.01,1.01,,,,,0.0069,31.44,67.34,1.22,-53.4,54.5,-1.2,53.36,54.54,1.18,68.09826,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.21,0.62,3.17,-0.104,0.615,-0.511,0.104,0.615,0.511,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,NaCl 150 mM,NaCl 150 mM,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,25,30,19,1,Phosphate pH 7.0 NaCl,NB-walpeter-5075040-0039,7,Phosphate,0,150,0,0,0,,,,97.45,-0.97,0.97,,,,,0.0058,31.69,66.47,1.84,-53.1,53.7,-0.6,53.11,53.67,0.56,68.51927,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6,1.17,3.23,-0.714,1.165,-0.451,0.714,1.165,0.451,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,NaCl 150 mM,NaCl 150 mM,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,1,1,Acetate pH 4.5,NB-walpeter-5075040-0039,4.5,Acetate,0,0,0,0,0,,,,97.34,1.46,1.46,,,,,0.0041,71.44,24.47,4.09,-1.7,0.2,1.5,1.66,0.17,1.49,69.14442678,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.9,2.37,3.73,-0.043,2.33,-2.287,0.043,2.33,2.287,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,2,1,Acetate pH 5.0,NB-walpeter-5075040-0039,5,Acetate,0,0,0,0,0,,,,97.02,1.14,1.14,,,,,0.005,71.68,24.54,3.78,-1.4,0.2,1.2,1.42,0.24,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2,0.65,4.14,1.257,0.61,-1.877,1.257,0.61,1.877,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,3,1,Glutamate pH 4.0,NB-walpeter-5075040-0039,4,Glutamate,0,0,0,0,0,,,,97.36,1.48,1.48,,,,,0.0048,70.04,24.52,5.43,-3.1,0.2,2.8,3.06,0.22,2.83,67.54287147,83.55866571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.47,3.68,2.86,-0.473,3.64,-3.157,0.473,3.64,3.157,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,4,1,Glutamate pH 4.5,NB-walpeter-5075040-0039,4.5,Glutamate,0,0,0,0,0,,,,97.12,1.24,1.24,,,,,0.0055,70.45,25.19,4.36,-2.6,0.9,1.8,2.65,0.89,1.76,69.35562335,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.44,0.87,3.7,1.497,0.83,-2.317,1.497,0.83,2.317,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,5,1,Glutamate pH 5.0,NB-walpeter-5075040-0039,5,Glutamate,0,0,0,0,0,,,,97.21,1.33,1.33,,,,,0.0035,70.61,25.68,3.72,-2.5,1.4,1.1,2.49,1.38,1.12,70.38845686,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.75,1,4.25,0.807,0.96,-1.767,0.807,0.96,1.767,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,6,1,Citrate pH 4.0,NB-walpeter-5075040-0039,4,Citrate,0,0,0,0,0,,,,97.68,1.8,1.8,,,,,0.0036,69.52,24.63,5.85,-3.6,0.3,3.3,3.58,0.33,3.25,60.79894114,81.16082577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.98,1.78,4.24,0.037,1.74,-1.777,0.037,1.74,1.777,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,7,1,Citrate pH 5.0,NB-walpeter-5075040-0039,5,Citrate,0,0,0,0,0,,,,97.4,1.52,1.52,,,,,0.0053,71.05,25.19,3.77,-2.1,0.9,1.2,2.05,0.89,1.17,67.30275451,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.67,1.72,4.61,-0.273,1.68,-1.407,0.273,1.68,1.407,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,8,1,Citrate pH 6.5,NB-walpeter-5075040-0039,6.5,Citrate,0,0,0,0,0,,,,96.85,0.97,0.97,,,,,0.0064,69.8,26.82,3.38,-3.3,2.5,0.8,3.3,2.52,0.78,68.74277443,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.32,1.42,5.26,-0.623,1.38,-0.757,0.623,1.38,0.757,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,9,1,Succinate pH 4.0,NB-walpeter-5075040-0039,4,Succinate,0,0,0,0,0,,,,97.56,1.68,1.68,,,,,0.0051,67.51,27.28,5.21,-5.6,3,2.6,5.59,2.98,2.61,67.06594589,84.43055977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.55,1.81,3.64,0.607,1.77,-2.377,0.607,1.77,2.377,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,10,1,Succinate pH 5.0,NB-walpeter-5075040-0039,5,Succinate,0,0,0,0,0,,,,97.21,1.33,1.33,,,,,0.0045,69.1,27.16,3.72,-4,2.9,1.1,4,2.86,1.12,69.15403139,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.68,1.51,4.81,-0.263,1.47,-1.207,0.263,1.47,1.207,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,11,1,Succinate pH 6.0,NB-walpeter-5075040-0039,6,Succinate,0,0,0,0,0,,,,96.8,0.92,0.92,,,,,0.0049,68.98,27.73,3.29,-4.1,3.4,0.7,4.12,3.43,0.69,69.72865739,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52,3.62,3.86,-1.423,3.58,-2.157,1.423,3.58,2.157,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,12,1,Histidine pH 5.5,NB-walpeter-5075040-0039,5.5,Histidine,0,0,0,0,0,,,,96.6,0.72,0.72,,,,,0.0056,75.89,21.13,2.98,2.8,-3.2,0.4,2.79,3.17,0.38,69.57070583,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.62,0.93,3.45,1.677,0.89,-2.567,1.677,0.89,2.567,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,13,1,Histidine pH 6.5,NB-walpeter-5075040-0039,6.5,Histidine,0,0,0,0,0,,,,96.27,0.39,0.39,,,,,0.0074,71.67,24.33,4.01,-1.4,0,1.4,1.43,0.03,1.41,70.73565377,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.97,0.7,4.33,1.027,0.66,-1.687,1.027,0.66,1.687,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,14,1,Phosphate pH 6.0,NB-walpeter-5075040-0039,6,Phosphate,0,0,0,0,0,,,,96.95,1.07,1.07,,,,,0.0072,71.62,25.03,3.35,-1.5,0.7,0.8,1.48,0.73,0.75,70.22723835,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.64,1.09,5.27,-0.303,1.05,-0.747,0.303,1.05,0.747,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014236,Trispecific,MULTIPLE CONTROL,,25,30,15,1,Phosphate pH 7.0,NB-walpeter-5075040-0039,7,Phosphate,0,0,0,0,0,,,,96.91,1.03,1.03,,,,,0.0058,66.96,27.07,5.96,-6.1,2.8,3.4,6.14,2.77,3.36,70.34676147,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5,2.8,4.7,-1.443,2.76,-1.317,1.443,2.76,1.317,DAB014236,DAB014236,Humanized,JXA3190-(VH)-JXP1957 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.32,94557.13096,,"ALB_H, NECTIN-4_H",TsAb,N/A,-,-,1,Protein Formulation Characterization Summary
