Import_Date,ISID,Project,Protein,Modality,Control_Type,Stress_Condition,Temp_C_,Time_Days_,Well_ID,Protein_Conc_mg_mL_,Sample_Name,Notebook_,pH,Buffer,Arginine_mM_,NaCl_mM_,PS80_,Sucrose_,Trehalose_,Additional_Excipient_Name,Additional_Excipient_Unit,Additional_Excipient_Conc,CE_SDS_NR_Purity_Sum,CE_SDS_NR_chg_Purity,CE_SDS_NR_Abs_chg_Purity_,CE_SDS_Red_Purity_Main_Peak,CE_SDS_Red_Purity_Sum,CE_SDS_Red_chg_Purity,CE_SDS_Red_Abs_chg_Purity_,UV_Vis_A350_A500,cIEF_Main,cIEF_Acidic,cIEF_Basic,cIEF_chg_Main,cIEF_chg_Acidic,cIEF_chg_Basic,cIEF_Abs_chg_Main_,cIEF_Abs_chg_Acidic_,cIEF_Abs_chg_Basic_,DSF_Tm1_C_,DSF_Tm2_C_,FC_Initial_0_22_m_conc_cells_mL_,FC_Initial_0_45_m_conc_cells_mL_,FC_Initial_0_88_m_conc_cells_mL_,FC_Initial_1_m_conc_cells_mL_,FC_Initial_1_35_m_conc_cells_mL_,FC_Initial_2_m_conc_cells_mL_,FC_Initial_5_m_conc_cells_mL_,FC_Initial_10_m_conc_cells_mL_,FC_Initial_25_m_conc_cells_mL_,FC_Stress_0_22_m_conc_cells_mL_,FC_Stress_0_45_m_conc_cells_mL_,FC_Stress_0_88_m_conc_cells_mL_,FC_Stress_1_m_conc_cells_mL_,FC_Stress_1_35_m_conc_cells_mL_,FC_Stress_2_m_conc_cells_mL_,FC_Stress_5_m_conc_cells_mL_,FC_Stress_10_m_conc_cells_mL_,FC_Stress_25_m_conc_cells_mL_,AVG_2_UM,AVG_5_UM,AVG_25_UM,AVG_2_50_UM,AVG_100_UM,AVG_PARTICLE_COVERAGE_,RP_UPLC_Main,RP_UPLC_Pre_Peak,RP_UPLC_Post_Peak,RP_UPLC_chg_Main,RP_UPLC_chg_Pre_Peak,RP_UPLC_chg_Post_Peak,RP_UPLC_Abs_chg_Main_,RP_UPLC_Abs_chg_Pre_Peak_,RP_UPLC_Abs_chg_Post_Peak_,UP_SEC_Monomer,UP_SEC_LMW,UP_SEC_HMW,UP_SEC_chg_Monomer,UP_SEC_chg_LMW,UP_SEC_chg_HMW,UP_SEC_Abs_chg_Monomer_,UP_SEC_Abs_chg_LMW_,UP_SEC_Abs_chg_HMW_,BATCH_BIOREG_ID,C_BIOREG_ID,FRAMEWORK,MERCK_NAME,PI,MW,IMPORTED_DATA_FILE_NAME,TARGETS,REAGENT_TYPE,Simplified_Excipients,1st_Excipient_in_Sample,2nd_Excipient_in_Sample,_Conc_for_Excipient1,Origin_of_data
10/18/2023,walpeter,TRACTr Nectin-4,DAB014234,Trispecific,MULTIPLE CONTROL,,35.0,30.0,26,1.0,Citrate pH 4.0,NB-walpeter-5075040-0039,4.0,Citrate,0,0,0.0,0.0,0,,,,,,,,,,,0.0121,24.61,69.35,6.04,-62.9,58.6,4.4,62.89,58.55,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.13,2.49,65.38,-65.671,2.48,63.192,65.671,2.48,63.192,DAB014234,DAB014234,Humanized,JXA3188-(VH)-JXP1956 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014234,Trispecific,MULTIPLE CONTROL,,35.0,30.0,27,1.0,Citrate pH 5.0,NB-walpeter-5075040-0039,5.0,Citrate,0,0,0.0,0.0,0,,,,,,,,,,,0.0327,51.25,36.47,12.28,-36.3,25.7,10.7,36.25,25.67,10.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.39,0.54,56.07,-54.411,0.53,53.882,54.411,0.53,53.882,DAB014234,DAB014234,Humanized,JXA3188-(VH)-JXP1956 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014234,Trispecific,MULTIPLE CONTROL,,35.0,30.0,28,1.0,Citrate pH 6.5,NB-walpeter-5075040-0039,6.5,Citrate,0,0,0.0,0.0,0,,,,,,,,,,,0.0401,48.43,36.39,15.18,-39.1,25.6,13.6,39.07,25.59,13.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98,0.25,57.77,-55.821,0.24,55.582,55.821,0.24,55.582,DAB014234,DAB014234,Humanized,JXA3188-(VH)-JXP1956 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014234,Trispecific,MULTIPLE CONTROL,,35.0,30.0,29,1.0,Succinate pH 4.0,NB-walpeter-5075040-0039,4.0,Succinate,0,0,0.0,0.0,0,,,,,,,,,,,0.0067,64.2,20.6,15.2,-23.3,9.8,13.6,23.3,9.8,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.54,0.9,11.54,-10.261,0.89,9.352,10.261,0.89,9.352,DAB014234,DAB014234,Humanized,JXA3188-(VH)-JXP1956 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014234,Trispecific,MULTIPLE CONTROL,,35.0,30.0,30,1.0,Succinate pH 5.0,NB-walpeter-5075040-0039,5.0,Succinate,0,0,0.0,0.0,0,,,,,,,,,,,0.0076,56.18,36.89,6.92,-31.3,26.1,5.3,31.32,26.09,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.52,0.33,26.15,-24.281,0.32,23.962,24.281,0.32,23.962,DAB014234,DAB014234,Humanized,JXA3188-(VH)-JXP1956 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014234,Trispecific,MULTIPLE CONTROL,,35.0,30.0,31,1.0,Succinate pH 6.0,NB-walpeter-5075040-0039,6.0,Succinate,0,0,0.0,0.0,0,,,,,,,,,,,0.0109,74.35,18.91,6.73,-13.2,8.1,5.1,13.15,8.11,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.15,0.25,24.6,-22.651,0.24,22.412,22.651,0.24,22.412,DAB014234,DAB014234,Humanized,JXA3188-(VH)-JXP1956 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014234,Trispecific,MULTIPLE CONTROL,,35.0,30.0,32,1.0,Histidine pH 5.5,NB-walpeter-5075040-0039,5.5,Histidine,0,0,0.0,0.0,0,,,,,,,,,,,0.0131,77.09,13.63,9.28,-10.4,2.8,7.7,10.41,2.83,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.41,0.27,7.32,-5.391,0.26,5.132,5.391,0.26,5.132,DAB014234,DAB014234,Humanized,JXA3188-(VH)-JXP1956 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014234,Trispecific,MULTIPLE CONTROL,,35.0,30.0,33,1.0,Histidine pH 6.5,NB-walpeter-5075040-0039,6.5,Histidine,0,0,0.0,0.0,0,,,,,,,,,,,0.0063,81.5,12.5,6.0,-6.0,1.7,4.4,6.0,1.7,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.53,0.28,9.19,-7.271,0.27,7.002,7.271,0.27,7.002,DAB014234,DAB014234,Humanized,JXA3188-(VH)-JXP1956 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014234,Trispecific,MULTIPLE CONTROL,,35.0,30.0,34,1.0,Phosphate pH 6.0,NB-walpeter-5075040-0039,6.0,Phosphate,0,0,0.0,0.0,0,,,,,,,,,,,0.0091,62.36,30.01,7.63,-25.1,19.2,6.0,25.14,19.21,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2,0.29,24.5,-22.601,0.28,22.312,22.601,0.28,22.312,DAB014234,DAB014234,Humanized,JXA3188-(VH)-JXP1956 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014234,Trispecific,MULTIPLE CONTROL,,35.0,30.0,35,1.0,Phosphate pH 7.0,NB-walpeter-5075040-0039,7.0,Phosphate,0,0,0.0,0.0,0,,,,,,,,,,,0.0142,42.38,44.23,13.4,-45.1,33.4,11.8,45.12,33.43,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.04,1.02,37.95,-36.761,1.01,35.762,36.761,1.01,35.762,DAB014234,DAB014234,Humanized,JXA3188-(VH)-JXP1956 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014234,Trispecific,MULTIPLE CONTROL,,35.0,30.0,36,1.0,Acetate pH 5.0 NaCl,NB-walpeter-5075040-0039,5.0,Acetate,0,150,0.0,0.0,0,,,,,,,,,,,0.0278,57.29,37.26,5.45,-30.2,26.5,3.9,30.21,26.46,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.31,0.61,29.08,-27.491,0.6,26.892,27.491,0.6,26.892,DAB014234,DAB014234,Humanized,JXA3188-(VH)-JXP1956 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,NaCl 150 mM,NaCl 150 mM,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014234,Trispecific,MULTIPLE CONTROL,,35.0,30.0,37,1.0,Glutamate pH 5.0 NaCl,NB-walpeter-5075040-0039,5.0,Glutamate,0,150,0.0,0.0,0,,,,,,,,,,,0.0114,18.16,73.19,8.64,-69.3,62.4,7.0,69.34,62.39,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,0.92,68.18,-66.901,0.91,65.992,66.901,0.91,65.992,DAB014234,DAB014234,Humanized,JXA3188-(VH)-JXP1956 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,NaCl 150 mM,NaCl 150 mM,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014234,Trispecific,MULTIPLE CONTROL,,35.0,30.0,38,1.0,Citrate pH 6.0 NaCl,NB-walpeter-5075040-0039,6.0,Citrate,0,150,0.0,0.0,0,,,,,,,,,,,0.0483,29.98,68.64,1.37,-57.5,57.8,-0.2,57.52,57.84,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.88,0.34,38.79,-36.921,0.33,36.602,36.921,0.33,36.602,DAB014234,DAB014234,Humanized,JXA3188-(VH)-JXP1956 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,NaCl 150 mM,NaCl 150 mM,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014234,Trispecific,MULTIPLE CONTROL,,35.0,30.0,39,1.0,Phosphate pH 7.0 NaCl,NB-walpeter-5075040-0039,7.0,Phosphate,0,150,0.0,0.0,0,,,,,,,,,,,0.0214,23.22,73.32,3.46,-64.3,62.5,1.9,64.28,62.52,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.88,0.46,34.66,-32.921,0.45,32.472,32.921,0.45,32.472,DAB014234,DAB014234,Humanized,JXA3188-(VH)-JXP1956 + CM + DAB012135_LC(G57T) / JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,NaCl 150 mM,NaCl 150 mM,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,24,1.0,Glutamate pH 4.5,NB-walpeter-5075040-0039,4.5,Glutamate,0,0,0.0,0.0,0,,,,,,,,,,,0.0081,68.76,22.61,8.64,-16.0,9.8,6.2,16.04,9.81,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.04,1.3,10.66,-8.274,1.295,6.979,8.274,1.295,6.979,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,21,1.0,Acetate pH 4.5,NB-walpeter-5075040-0039,4.5,Acetate,0,0,0.0,0.0,0,,,,,,,,,,,0.0049,70.4,23.11,6.49,-14.4,10.3,4.1,14.4,10.31,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.79,1.08,13.12,-10.524,1.075,9.439,10.524,1.075,9.439,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,22,1.0,Acetate pH 5.0,NB-walpeter-5075040-0039,5.0,Acetate,0,0,0.0,0.0,0,,,,,,,,,,,0.0059,77.41,17.91,4.68,-7.4,5.1,2.3,7.39,5.11,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.95,0.61,9.45,-6.364,0.605,5.769,6.364,0.605,5.769,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,23,1.0,Glutamate pH 4.0,NB-walpeter-5075040-0039,4.0,Glutamate,0,0,0.0,0.0,0,,,,,,,,,,,0.0072,62.65,25.25,12.1,-22.2,12.5,9.7,22.15,12.45,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.19,2.24,6.57,-5.124,2.235,2.889,5.124,2.235,2.889,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,25,1.0,Glutamate pH 5.0,NB-walpeter-5075040-0039,5.0,Glutamate,0,0,0.0,0.0,0,,,,,,,,,,,0.0073,70.78,23.54,5.67,-14.0,10.7,3.3,14.02,10.74,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.56,0.87,14.56,-11.754,0.865,10.879,11.754,0.865,10.879,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,26,1.0,Citrate pH 4.0,NB-walpeter-5075040-0039,4.0,Citrate,0,0,0.0,0.0,0,,,,,,,,,,,0.0175,17.06,79.85,3.1,-67.7,67.1,0.7,67.74,67.05,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.25,3.04,66.72,-66.064,3.035,63.039,66.064,3.035,63.039,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,27,1.0,Citrate pH 5.0,NB-walpeter-5075040-0039,5.0,Citrate,0,0,0.0,0.0,0,,,,,,,,,,,0.0495,40.04,47.56,12.4,-44.8,34.8,10.0,44.76,34.76,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.67,0.86,60.48,-57.644,0.855,56.799,57.644,0.855,56.799,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,28,1.0,Citrate pH 6.5,NB-walpeter-5075040-0039,6.5,Citrate,0,0,0.0,0.0,0,,,,,,,,,,,0.0521,52.53,32.86,14.61,-32.3,20.1,12.2,32.27,20.06,12.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.46,0.41,64.12,-60.854,0.405,60.439,60.854,0.405,60.439,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,29,1.0,Succinate pH 4.0,NB-walpeter-5075040-0039,4.0,Succinate,0,0,0.0,0.0,0,,,,,,,,,,,0.0064,64.2,20.6,15.2,-20.6,7.8,12.8,20.6,7.8,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.71,2.31,10.97,-9.604,2.305,7.289,9.604,2.305,7.289,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,30,1.0,Succinate pH 5.0,NB-walpeter-5075040-0039,5.0,Succinate,0,0,0.0,0.0,0,,,,,,,,,,,0.0121,56.18,36.89,6.92,-28.6,24.1,4.5,28.62,24.09,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.39,0.81,33.8,-30.924,0.805,30.119,30.924,0.805,30.119,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,31,1.0,Succinate pH 6.0,NB-walpeter-5075040-0039,6.0,Succinate,0,0,0.0,0.0,0,,,,,,,,,,,0.0159,74.35,18.91,6.73,-10.5,6.1,4.3,10.45,6.11,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.72,0.36,31.92,-28.594,0.355,28.239,28.594,0.355,28.239,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,32,1.0,Histidine pH 5.5,NB-walpeter-5075040-0039,5.5,Histidine,0,0,0.0,0.0,0,,,,,,,,,,,0.0074,78.55,16.95,4.49,-6.3,4.2,2.1,6.25,4.15,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.35,0.64,10.01,-6.964,0.635,6.329,6.964,0.635,6.329,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,33,1.0,Histidine pH 6.5,NB-walpeter-5075040-0039,6.5,Histidine,0,0,0.0,0.0,0,,,,,,,,,,,0.0115,81.5,12.5,6.0,-3.3,-0.3,3.6,3.3,0.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.54,0.35,13.11,-9.774,0.345,9.429,9.774,0.345,9.429,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,0,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,34,1.0,Phosphate pH 6.0,NB-walpeter-5075040-0039,6.0,Phosphate,0,0,0.0,0.0,0,,,,,,,,,,,0.0172,62.36,30.01,7.63,-22.4,17.2,5.2,22.44,17.21,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.58,0.35,33.06,-29.734,0.345,29.379,29.734,0.345,29.379,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,35,1.0,Phosphate pH 7.0,NB-walpeter-5075040-0039,7.0,Phosphate,0,0,0.0,0.0,0,,,,,,,,,,,0.0338,42.38,44.23,13.4,-42.4,31.4,11.0,42.42,31.43,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.67,1.0,46.33,-43.644,0.995,42.649,43.644,0.995,42.649,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,,-,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,36,1.0,Acetate pH 5.0 NaCl,NB-walpeter-5075040-0039,5.0,Acetate,0,150,0.0,0.0,0,,,,,,,,,,,0.052,22.78,44.46,32.76,-62.0,31.7,30.4,62.02,31.66,30.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.29,1.18,64.54,-62.024,1.175,60.859,62.024,1.175,60.859,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,NaCl 150 mM,NaCl 150 mM,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,37,1.0,Glutamate pH 5.0 NaCl,NB-walpeter-5075040-0039,5.0,Glutamate,0,150,0.0,0.0,0,,,,,,,,,,,0.0629,17.58,76.91,5.51,-67.2,64.1,3.1,67.22,64.11,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.97,1.58,69.45,-67.344,1.575,65.769,67.344,1.575,65.769,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,NaCl 150 mM,NaCl 150 mM,-,1,Protein Formulation Characterization Summary
10/18/2023,walpeter,TRACTr Nectin-4,DAB014235,Trispecific,MULTIPLE CONTROL,,35.0,30.0,38,1.0,Citrate pH 6.0 NaCl,NB-walpeter-5075040-0039,6.0,Citrate,0,150,0.0,0.0,0,,,,,,,,,,,0.0281,29.98,68.64,1.37,-54.8,55.8,-1.0,54.82,55.84,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88,0.42,48.7,-45.434,0.415,45.019,45.434,0.415,45.019,DAB014235,DAB014235,Humanized,JXA3189-(VL)-JXA2198 + JXA1443 + CM + SP34.185 scFv + DAB012135_LC(G57T) / JXP1956 + CM + DAB012135_HC (huHYB023164),8.22,94631.21036,,"ALB_H, NECTIN-4_H",TsAb,NaCl 150 mM,NaCl 150 mM,-,1,Protein Formulation Characterization Summary
